,Age,Name,Yomi,StateData,RecommendData,Kubun,VotesCount,BtnParty,CountData,PositionData,CareerData,Bg1,Bg2,Bg3,Bg4,Bg5,Bg6,Bg7,Bg8,Bg9,Bg10,Bg11,Bg12,Bg13,Bg14,Bg15
481,66,亀田　良典,かめだ　りょうすけ,新,,石川１区,14720,共産党,0,党県委員,党県委員・くらし・福祉対策委員長［歴］県貿易協同組合専務理事▽金沢大,2. 反対,2. 反対,2. 評価しない,非該当,2. 評価しない,非該当,2. 必要でない,2. 参拝すべきでない,2. 見直すべきでない,2. 見直すべきでない,1. 賛成,非該当,2. 必要でない,2. 反対,2. 反対
482,40,佐々木　紀,ささき　はじめ,前,［公］［改］,石川２区,110583,自民党,2,党青年局次長,党青年局次長［歴］小松ＪＣ理事長▽ＪＣ石川ブロック協議会長▽東北大,1. 賛成,1. 賛成,1. 評価する,無回答,1. 評価する,無回答,1. 必要だ,1. 問題ない,無回答,無回答,無回答,無回答,1. 必要だ,1. 賛成,1. 賛成
483,60,西村　祐士,にしむら　ひろし,新,,石川２区,30889,共産党,0,党地区委員長,党加南地区委員長・県委員［歴］党県職員・金沢地区常任委員▽金沢大,2. 反対,2. 反対,2. 評価しない,非該当,2. 評価しない,非該当,2. 必要でない,2. 参拝すべきでない,2. 見直すべきでない,2. 見直すべきでない,1. 賛成,非該当,2. 必要でない,2. 反対,2. 反対
484,47,浜崎　　茂,はまさき　しげる,新,,石川２区,5075,無所属,0,うどん店経営,うどん店経営［歴］警備会社員▽プロボクサー▽飲食店従業員▽金沢西高,非該当,1. 賛成,非該当,非該当,非該当,非該当,非該当,2. 参拝すべきでない,非該当,非該当,非該当,非該当,非該当,非該当,非該当
485,69,北村　茂男,きたむら　しげお,前,［公］,石川３区,71384,自民党,4,副環境相,副環境相［歴］衆院議員秘書▽県議長▽党国対副委員長・副幹事長▽明大,1. 賛成,1. 賛成,1. 評価する,1. 導入すべきだ,1. 評価する,無回答,1. 必要だ,1. 問題ない,1. 見直すべきだ,1. 見直すべきだ,1. 賛成,無回答,1. 必要だ,1. 賛成,1. 賛成
486,41,近藤　和也,こんどう　かずや,元,,石川３区,64940,民主党,1,党県代表,党県代表・３区総支部長［歴］野村証券課長代理▽京大,2. 反対,2. 反対,2. 評価しない,1. 導入すべきだ,2. 評価しない,1. 国民の負担を増やしても給付を維持すべきだ,無回答,2. 参拝すべきでない,2. 見直すべきでない,2. 見直すべきでない,無回答,2. 引き受けたくない,無回答,2. 反対,無回答
487,29,渡辺　裕子,わたなべ　ゆうこ,新,,石川３区,7726,共産党,0,党地区役員,党地区常任委員・青年支部長▽民青同盟県委員［歴］会社員▽富山大高岡短大,2. 反対,2. 反対,2. 評価しない,非該当,2. 評価しない,非該当,2. 必要でない,2. 参拝すべきでない,2. 見直すべきでない,2. 見直すべきでない,1. 賛成,非該当,2. 必要でない,2. 反対,2. 反対
488,66,篠原　　孝,しのはら　たかし,前,,長野１区,96333,民主党,5,［元］副農相,［元］副農相［歴］農水省農林水産政策研究所長▽党総括副幹事長▽京大,2. 反対,2. 反対,1. 評価する,1. 導入すべきだ,2. 評価しない,1. 国民の負担を増やしても給付を維持すべきだ,2. 必要でない,2. 参拝すべきでない,2. 見直すべきでない,2. 見直すべきでない,1. 賛成,2. 引き受けたくない,2. 必要でない,2. 反対,2. 反対
489,53,小松　　裕,こまつ　ゆたか,前,［公］,長野１区,74137,自民党,2,党国対委員,党厚労副部会長［歴］ロンドン五輪日本代表本部ドクター▽信州大,2. 反対,1. 賛成,1. 評価する,1. 導入すべきだ,1. 評価する,非該当,1. 必要だ,非該当,2. 見直すべきでない,2. 見直すべきでない,1. 賛成,無回答,1. 必要だ,1. 賛成,非該当
490,35,武田　良介,たけだ　りょうすけ,新,,長野１区,26903,共産党,0,党県常任委員,党県常任委員・１区国政対策委員長［歴］民青同盟県委員長▽信州大,2. 反対,2. 反対,2. 評価しない,非該当,2. 評価しない,非該当,2. 必要でない,2. 参拝すべきでない,2. 見直すべきでない,2. 見直すべきでない,1. 賛成,非該当,2. 必要でない,2. 反対,2. 反対
491,59,宮沢　隆仁,みやざわ　たかひと,前,,長野１区,12888,次世代の党,1,脳神経外科医,医師［歴］ドイツ・マックスプランク神経病研究所研究員▽順天堂大,1. 賛成,1. 賛成,1. 評価する,無回答,1. 評価する,2. 負担増は耐えられないので給付水準が下がるのはやむをえない,1. 必要だ,1. 問題ない,1. 見直すべきだ,1. 見直すべきだ,1. 賛成,無回答,1. 必要だ,1. 賛成,1. 賛成
492,58,務台　俊介,むたい　しゅんすけ,前,［公］,長野２区,75718,自民党,2,神奈川大教授,神奈川大教授［歴］総務省官房参事官▽自治体国際化協会事務所長▽東大,1. 賛成,1. 賛成,1. 評価する,1. 導入すべきだ,1. 評価する,1. 国民の負担を増やしても給付を維持すべきだ,1. 必要だ,1. 問題ない,2. 見直すべきでない,1. 見直すべきだ,1. 賛成,1. 引き受けてもいい,1. 必要だ,1. 賛成,2. 反対
493,58,下条　みつ,しもじょう　,元,,長野２区,63558,民主党,3,［元］防衛政務官,［元］防衛政務官▽党県副代表［歴］厚相秘書官▽富士銀行参事役▽信州大,2. 反対,2. 反対,無回答,1. 導入すべきだ,2. 評価しない,無回答,2. 必要でない,無回答,1. 見直すべきだ,1. 見直すべきだ,1. 賛成,2. 引き受けたくない,2. 必要でない,無回答,1. 賛成
494,31,百瀬　智之,ももせ　ともゆき,前,,長野２区,41232,維新の党,1,党県共同代表,党県共同代表▽会社役員［歴］学習塾経営▽上智大院,2. 反対,2. 反対,1. 評価する,1. 導入すべきだ,2. 評価しない,2. 負担増は耐えられないので給付水準が下がるのはやむをえない,2. 必要でない,2. 参拝すべきでない,2. 見直すべきでない,2. 見直すべきでない,1. 賛成,2. 引き受けたくない,2. 必要でない,2. 反対,1. 賛成
495,40,清沢　達也,きよさわ　たつや,新,,長野２区,24006,共産党,0,党准県委員,党准県委員・２区国政対策委員長［歴］全学連中央執行委員▽信州大,2. 反対,2. 反対,2. 評価しない,1. 導入すべきだ,2. 評価しない,無回答,2. 必要でない,2. 参拝すべきでない,2. 見直すべきでない,2. 見直すべきでない,2. 反対,2. 引き受けたくない,2. 必要でない,2. 反対,2. 反対
496,37,井出　庸生,いで　ようせい,前,,長野３区,77289,維新の党,2,党県共同代表,党県共同代表［歴］ＮＨＫ仙台放送局記者・横浜放送局記者▽東大,2. 反対,2. 反対,2. 評価しない,非該当,2. 評価しない,2. 負担増は耐えられないので給付水準が下がるのはやむをえない,2. 必要でない,2. 参拝すべきでない,2. 見直すべきでない,2. 見直すべきでない,1. 賛成,2. 引き受けたくない,非該当,2. 反対,非該当
497,61,寺島　義幸,てらしま　よしゆき,前,,長野３区,63397,民主党,1,党県副代表,党県副代表［歴］会社員▽衆院議員秘書▽県議会運営委員長・議長▽成城大,2. 反対,2. 反対,2. 評価しない,非該当,2. 評価しない,1. 国民の負担を増やしても給付を維持すべきだ,2. 必要でない,2. 参拝すべきでない,2. 見直すべきでない,2. 見直すべきでない,非該当,非該当,2. 必要でない,2. 反対,2. 反対
498,50,木内　　均,きうち　ひとし,前,［公］,長野３区,56365,自民党,2,［元］県議,［元］県議［歴］松下政経塾生▽佐久市議▽佐久市監査委員▽法大,1. 賛成,1. 賛成,1. 評価する,1. 導入すべきだ,1. 評価する,2. 負担増は耐えられないので給付水準が下がるのはやむをえない,1. 必要だ,1. 問題ない,1. 見直すべきだ,1. 見直すべきだ,1. 賛成,1. 引き受けてもいい,1. 必要だ,1. 賛成,1. 賛成
499,44,唐沢　千晶,からさわ　ちあき,新,,長野３区,27947,共産党,0,党県常任委員,党県常任委員・若者雇用対策室長［歴］県高教組書記▽明治学院大,2. 反対,2. 反対,無回答,無回答,2. 評価しない,無回答,2. 必要でない,2. 参拝すべきでない,2. 見直すべきでない,2. 見直すべきでない,1. 賛成,無回答,2. 必要でない,2. 反対,2. 反対
500,59,後藤　茂之,ごとう　しげゆき,前,［公］,長野４区,63121,自民党,5,党県会長,党県会長・党政調副会長［歴］大蔵省主税局企画調整室長▽国交政務官▽東大,1. 賛成,1. 賛成,1. 評価する,1. 導入すべきだ,1. 評価する,1. 国民の負担を増やしても給付を維持すべきだ,1. 必要だ,2. 参拝すべきでない,2. 見直すべきでない,1. 見直すべきだ,1. 賛成,2. 引き受けたくない,1. 必要だ,1. 賛成,1. 賛成
501,55,矢崎　公二,やざき　こうじ,元,,長野４区,51816,民主党,1,党県副代表,党県副代表・４区総支部長［歴］毎日新聞記者・夕刊編集部副部長▽慶大,2. 反対,2. 反対,2. 評価しない,2. 導入すべきでない,2. 評価しない,1. 国民の負担を増やしても給付を維持すべきだ,無回答,2. 参拝すべきでない,2. 見直すべきでない,2. 見直すべきでない,2. 反対,無回答,2. 必要でない,2. 反対,2. 反対
502,60,上田　秀昭,うえだ　ひであき,新,,長野４区,22068,共産党,0,党地区委員長,党諏訪塩尻木曽地区委員長［歴］岡谷市ＰＴＡ連合会長▽新潟・長岡工高,2. 反対,2. 反対,2. 評価しない,非該当,2. 評価しない,非該当,2. 必要でない,2. 参拝すべきでない,2. 見直すべきでない,2. 見直すべきでない,1. 賛成,非該当,2. 必要でない,2. 反対,2. 反対
503,56,宮下　一郎,みやした　いちろう,前,［公］,長野５区,91089,自民党,4,副財務相,副財務相▽党県副会長［歴］住友銀行員▽衆院議員秘書▽財務政務官▽東大,1. 賛成,1. 賛成,1. 評価する,2. 導入すべきでない,1. 評価する,1. 国民の負担を増やしても給付を維持すべきだ,1. 必要だ,1. 問題ない,2. 見直すべきでない,1. 見直すべきだ,2. 反対,1. 引き受けてもいい,1. 必要だ,1. 賛成,1. 賛成
504,37,中嶋　康介,なかじま　こうすけ,新,,長野５区,46595,民主党,0,［元］衆議員秘書,［元］衆院議員秘書［歴］美容師▽リクルート社員▽参院議員秘書▽立命館大,2. 反対,2. 反対,1. 評価する,1. 導入すべきだ,2. 評価しない,1. 国民の負担を増やしても給付を維持すべきだ,2. 必要でない,2. 参拝すべきでない,2. 見直すべきでない,2. 見直すべきでない,1. 賛成,2. 引き受けたくない,2. 必要でない,1. 賛成,2. 反対
505,34,水野　力夫,みずの　ちかあき,新,,長野５区,28947,共産党,0,党地区副委長,党地区副委員長［歴］会社員▽民青同盟県副委員長▽信州大,2. 反対,2. 反対,2. 評価しない,非該当,2. 評価しない,非該当,2. 必要でない,2. 参拝すべきでない,2. 見直すべきでない,2. 見直すべきでない,1. 賛成,非該当,2. 必要でない,2. 反対,2. 反対
506,54,野田　聖子,のだ　せいこ,前,［公］,岐阜１区,82434,自民党,8,［元］党総務会長,［元］党総務会長［歴］県議▽消費者行政担当相▽党少子化対策ＰＴ座長▽上智大,1. 賛成,1. 賛成,1. 評価する,無回答,1. 評価する,無回答,1. 必要だ,無回答,2. 見直すべきでない,2. 見直すべきでない,無回答,無回答,1. 必要だ,1. 賛成,1. 賛成
507,49,吉田　里江,よしだ　りえ,新,,岐阜１区,38402,民主党,0,［元］衆議員秘書,人材育成会社社長［歴］ＮＰＯ法人代表▽衆院議員秘書▽英ウェールズ大院,2. 反対,2. 反対,2. 評価しない,2. 導入すべきでない,2. 評価しない,1. 国民の負担を増やしても給付を維持すべきだ,1. 必要だ,2. 参拝すべきでない,2. 見直すべきでない,2. 見直すべきでない,1. 賛成,2. 引き受けたくない,2. 必要でない,2. 反対,2. 反対
508,55,大須賀志津香,おおすが　しずか,新,,岐阜１区,22647,共産党,0,［元］県議,［元］県議▽党県委員［歴］看護師▽岐阜市議▽岐阜大付属看護学校,2. 反対,2. 反対,2. 評価しない,非該当,2. 評価しない,非該当,2. 必要でない,2. 参拝すべきでない,2. 見直すべきでない,2. 見直すべきでない,1. 賛成,非該当,2. 必要でない,2. 反対,2. 反対
509,51,棚橋　泰文,たなはし　やすふみ,前,［公］,岐阜２区,108234,自民党,7,党幹事長代理,党幹事長代理▽弁護士［歴］通産省職員▽科学技術担当相▽東大,無回答,1. 賛成,1. 評価する,1. 導入すべきだ,1. 評価する,無回答,1. 必要だ,無回答,2. 見直すべきでない,無回答,2. 反対,無回答,1. 必要だ,1. 賛成,無回答
510,58,森桜　房義,もりざくら　ふさよし,新,,岐阜２区,35092,共産党,0,党県委員,党県委員・地区委員長［歴］紡績会社員▽病院職員▽党職員▽大垣工高,2. 反対,2. 反対,2. 評価しない,無回答,2. 評価しない,無回答,2. 必要でない,2. 参拝すべきでない,2. 見直すべきでない,2. 見直すべきでない,1. 賛成,非該当,2. 必要でない,2. 反対,2. 反対
